,current_complaint_category,days_open,incident_location,cr_id
57405,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1027,POLICE FACILITY/VEH PARKING LOT,1036642
57406,INJURY,1312,RESIDENCE,1036301
57407,EXCESSIVE FORCE / ON DUTY - INJURY,219,STREET,1036322
57408,PUSH/PULL/GRAB,671,RESIDENCE,1036685
57409,"RACIAL / ETHNIC, ETC.",356,STREET,1034119
57410,EXCESSIVE FORCE / ON DUTY - INJURY,274,SIDEWALK,1037663
57411,PUSH/PULL/GRAB,870,POLICE FACILITY/VEH PARKING LOT,1036215
57412,CLOSED HAND STRIKE (PUNCH),292,APARTMENT,1036263
57413,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,388,PARKING LOT/GARAGE(NON.RESID.),1036539
57414,PUSH/PULL/GRAB,252,APARTMENT,1037801
57415,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,639,STREET,1038055
57416,PUSH/PULL/GRAB,733,PARKING LOT/GARAGE(NON.RESID.),1037517
57417,OPEN HAND STRIKE (SLAP),501,"SCHOOL, PUBLIC, BUILDING",1037184
57418,CHOKED,556,STREET,1037410
57419,TASER (PROBE DISCHARGE),880,STREET,1037717
57420,EXCESSIVE FORCE / ON DUTY - INJURY,697,STREET,1036744
57421,EXCESSIVE FORCE / ON DUTY - INJURY,429,GAS STATION,1036332
57422,MISCELLANEOUS,255,STREET,1038327
57423,MISCELLANEOUS,179,STREET,1038099
57424,PUSH/PULL/GRAB,90,STREET,1036498
57425,MISCELLANEOUS,447,SIDEWALK,1037680
57426,PUSH/PULL/GRAB,724,"SCHOOL, PUBLIC, GROUNDS",1037637
57427,EXCESSIVE FORCE / ON DUTY - NO INJURY,86,STREET,1034844
57428,MISCELLANEOUS,681,RESIDENCE,1037998
57429,"RACIAL / ETHNIC, ETC.",430,,1036595
57430,CHOKED,709,SIDEWALK,1038174
57431,MISDEMEANOR ARREST,4,STREET,1036366
57432,EXCESSIVE FORCE / ON DUTY - INJURY,415,STREET,1025300
57433,EXCESSIVE FORCE / ON DUTY - INJURY,149,CTA PLATFORM,1037592
57434,INJURY,715,RESIDENCE,1038043
57435,MISCELLANEOUS,179,STREET,1038099
57436,CLOSED HAND STRIKE (PUNCH),687,PARKING LOT/GARAGE(NON.RESID.),1038059
57437,CHOKED,772,STREET,1037807
57438,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,470,STREET,1036593
57439,EXCESSIVE FORCE / ON DUTY - INJURY,149,CTA PLATFORM,1037592
57440,EXCESSIVE FORCE / ON DUTY - INJURY,120,POLICE FACILITY/VEH PARKING LOT,1035635
57441,INSUBORDINATION,1092,POLICE FACILITY/VEH PARKING LOT,1036412
57442,EXCESSIVE FORCE / ON DUTY - INJURY,650,STREET,1036432
57443,PUSH/PULL/GRAB,44,STREET,1038363
57444,DOMESTIC INCIDENT - NOT PHYSICAL,6,,1038645
57445,EXCESSIVE FORCE / ON DUTY - INJURY,213,STREET,1037963
57446,PUSH/PULL/GRAB,477,STREET,1038956
57447,CLOSED HAND STRIKE (PUNCH),950,RESIDENTIAL YARD (FRONT/BACK),1038612
57448,CLOSED HAND STRIKE (PUNCH),950,RESIDENCE,1038612
57449,CHOKED,709,SIDEWALK,1038174
57450,SEXUAL ORIENTATION,73,STREET,1037636
57451,EXCESSIVE FORCE / ON DUTY - INJURY,378,APARTMENT,1038233
57452,MISCELLANEOUS,104,,1038015
57453,MISCELLANEOUS,646,RESIDENCE,1037020
57454,MISCELLANEOUS,273,GAS STATION,1038560
57455,EXCESSIVE FORCE / ON DUTY - INJURY,857,RESIDENTIAL YARD (FRONT/BACK),1036589
57456,EXCESSIVE FORCE / ON DUTY - INJURY,915,STREET,1036535
57457,EXCESSIVE FORCE / ON DUTY - NO INJURY,145,RESIDENCE,1038108
57458,TASER (PROBE DISCHARGE),880,STREET,1037717
57459,EXCESSIVE FORCE / ON DUTY - NO INJURY,80,STREET,1037709
57460,MISCELLANEOUS,704,RESIDENCE PORCH/HALLWAY,1036129
57461,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,932,STREET,1038387
57462,EXCESSIVE FORCE / ON DUTY - NO INJURY,1002,POLICE FACILITY/VEH PARKING LOT,1036476
57463,MISCELLANEOUS,91,STREET,1038354
57464,EXCESSIVE FORCE / ON DUTY - NO INJURY,86,STREET,1034844
57465,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,72,RESIDENTIAL YARD (FRONT/BACK),1038198
57466,EXCESSIVE FORCE / ON DUTY - NO INJURY,391,STREET,1037673
57467,CLOSED HAND STRIKE (PUNCH),964,SIDEWALK,1037729
57468,EXCESSIVE FORCE / OFF DUTY - INJURY,1831,STREET,1037559
57469,CHOKED,232,STREET,1037678
57470,KICKED,1186,RESIDENCE,1038796
57471,OPEN HAND STRIKE (SLAP),86,STREET,1036580
57472,KICKED,445,SIDEWALK,1038540
57473,EXCESSIVE FORCE / ON DUTY - INJURY,857,RESIDENTIAL YARD (FRONT/BACK),1036589
57474,PUSH/PULL/GRAB,1532,RESIDENCE,1036433
57475,PUSH/PULL/GRAB,870,POLICE FACILITY/VEH PARKING LOT,1036215
57476,CLOSED HAND STRIKE (PUNCH),1216,ALLEY,1037719
57477,MISCELLANEOUS,262,STREET,1037723
57478,CLOSED HAND STRIKE (PUNCH),1231,SIDEWALK,1038683
57479,OPEN HAND STRIKE (SLAP),200,STREET,1037760
57480,THREATS,635,RESIDENCE,1038699
57481,MISCELLANEOUS,628,STREET,1036261
57482,HANDCUFF TOO TIGHT,663,ALLEY,1036939
57483,DRAGGED,382,STREET,1036266
57484,EXCESSIVE FORCE / ON DUTY - INJURY,716,STREET,1038047
57485,ILLEGAL ARREST / FALSE ARREST,771,STREET,1036860
57486,EXCESSIVE FORCE / ON DUTY - INJURY,429,GAS STATION,1036332
57487,TAKE DOWN (THROWN TO GROUND),764,"SCHOOL, PUBLIC, BUILDING",1036429
57488,EXCESSIVE FORCE / ON DUTY - NO INJURY,305,APARTMENT,1036665
57489,IMPROPER,1048,POLICE FACILITY/VEH PARKING LOT,1037656
57490,HANDCUFF TOO TIGHT,201,PARK PROPERTY,1038456
57491,DOMESTIC INCIDENT - NOT PHYSICAL,202,RESIDENCE,1038817
57492,MISCELLANEOUS,701,APARTMENT,1037899
57493,PUSH/PULL/GRAB,663,STREET,1038691
57494,EXCESSIVE FORCE / ON DUTY - INJURY,1416,POLICE FACILITY/VEH PARKING LOT,1036600
57495,SEXUAL ORIENTATION,49,POLICE FACILITY/VEH PARKING LOT,1038846
57496,MISCELLANEOUS,86,POLICE FACILITY/VEH PARKING LOT,1037852
57497,CHOKED,575,STREET,1038559
57498,MISCELLANEOUS,492,RESIDENCE,1036340
57499,MISCELLANEOUS,292,ALLEY,1038443
57500,CLOSED HAND STRIKE (PUNCH),854,APARTMENT,1038177
57501,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,1096,POLICE FACILITY/VEH PARKING LOT,1038361
57502,EXCESSIVE FORCE / ON DUTY - INJURY,213,STREET,1037963
57503,CLOSED HAND STRIKE (PUNCH),882,RESIDENCE PORCH/HALLWAY,1037995
57504,EXCESSIVE FORCE / OFF DUTY - INJURY,1221,"SCHOOL, PUBLIC, GROUNDS",1036521
57505,EXCESSIVE FORCE / ON DUTY - INJURY,190,SIDEWALK,1038208
57506,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,72,RESIDENTIAL YARD (FRONT/BACK),1038198
57507,CLOSED HAND STRIKE (PUNCH),1403,RESIDENCE,1037714
57508,MISCELLANEOUS,590,RESIDENCE,1036346
57509,PUSH/PULL/GRAB,252,APARTMENT,1037801
57510,CLOSED HAND STRIKE (PUNCH),205,STREET,1037803
57511,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,1096,POLICE FACILITY/VEH PARKING LOT,1038361
57512,MISCELLANEOUS,91,STREET,1038354
57513,VEHICLE,130,STREET,1038138
57514,CHOKED,227,,1036312
57515,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,686,SIDEWALK,1038210
57516,INJURY,836,RESIDENCE,1038143
57517,EXCESSIVE FORCE / ON DUTY - INJURY,22,STREET,1038211
57518,EXCESSIVE FORCE / ON DUTY - INJURY,763,STREET,1036237
57519,KICKED,681,STREET,1036741
57520,CHOKED,227,,1036312
57521,MISCELLANEOUS,590,RESIDENCE,1036346
57522,EXCESSIVE FORCE / ON DUTY - INJURY,750,APARTMENT,1036207
57523,IMPACT WEAPON - AUTHORIZED (BATON / ASP),387,STREET,1036730
57524,IMPACT WEAPON - AUTHORIZED (BATON / ASP),213,SIDEWALK,1037850
57525,DRAGGED,1164,POLICE FACILITY/VEH PARKING LOT,1038843
57526,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,117,STREET,1036890
57527,CLOSED HAND STRIKE (PUNCH),1234,DRUG STORE,1036570
57528,FIREARM DISCHARGE WITH HITS / ON DUTY,1370,STREET,1038595
57529,KICKED,808,POLICE FACILITY/VEH PARKING LOT,1038667
57530,VEHICLE,130,POLICE FACILITY/VEH PARKING LOT,1038138
57531,CLOSED HAND STRIKE (PUNCH),761,RESIDENCE,1038067
57532,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,768,SIDEWALK,1038144
57533,PUSH/PULL/GRAB,90,STREET,1036498
57534,EXCESSIVE FORCE / ON DUTY - NO INJURY,722,STREET,1038767
57535,FAIL TO SUBMIT,1274,,1037726
57536,KICKED,445,SIDEWALK,1038540
57537,PUSH/PULL/GRAB,87,STREET,1037626
57538,HARASSMENT,334,STREET,1037324
57539,KNEE STRIKE,291,RESIDENCE,1038895
57540,IMPACT WEAPON - AUTHORIZED (BATON / ASP),65,STREET,1036546
57541,EXCESSIVE FORCE / ON DUTY - INJURY,229,APARTMENT,1037949
57542,EXCESSIVE FORCE / ON DUTY - NO INJURY,1007,SIDEWALK,1039004
57543,PUSH/PULL/GRAB,941,PARK PROPERTY,1038114
57544,VEHICLE,130,POLICE FACILITY/VEH PARKING LOT,1038138
57545,CLOSED HAND STRIKE (PUNCH),1509,STREET,1036341
57546,MISCELLANEOUS,1205,POLICE FACILITY/VEH PARKING LOT,1037688
57547,INSUBORDINATION,1092,POLICE FACILITY/VEH PARKING LOT,1036412
57548,CLOSED HAND STRIKE (PUNCH),1017,STREET,1038206
57549,EXCESSIVE FORCE / ON DUTY - INJURY,869,STREET,1038464
57550,MISCELLANEOUS,638,POLICE FACILITY/VEH PARKING LOT,1037959
57551,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,797,OTHER,1037908
57552,MISCELLANEOUS,425,STREET,1037730
57553,PUSH/PULL/GRAB,724,"SCHOOL, PUBLIC, GROUNDS",1037637
57554,MISCELLANEOUS,1205,SIDEWALK,1037688
57555,DRAGGED,776,STREET,1037942
57556,CLOSED HAND STRIKE (PUNCH),1126,POLICE FACILITY/VEH PARKING LOT,1037690
57557,"RACIAL / ETHNIC, ETC.",207,ALLEY,1038991
57558,CLOSED HAND STRIKE (PUNCH),958,STREET,1038094
57559,CLOSED HAND STRIKE (PUNCH),1126,POLICE FACILITY/VEH PARKING LOT,1037690
57560,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,119,,1036850
57561,EXCESSIVE FORCE / ON DUTY - INJURY,468,STREET,1038490
57562,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,94,STREET,1038722
57563,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1505,APARTMENT,1037269
57564,CLOSED HAND STRIKE (PUNCH),101,STREET,1036781
57565,"RACIAL / ETHNIC, ETC.",526,STREET,1036421
57566,EXCESSIVE FORCE / ON DUTY - INJURY,650,STREET,1036432
57567,CHOKED,61,SIDEWALK,1038257
57568,CLOSED HAND STRIKE (PUNCH),992,PARK PROPERTY,1038883
57569,DRAGGED,579,RESIDENCE PORCH/HALLWAY,1038741
57570,EXCESSIVE FORCE / ON DUTY - NO INJURY,1002,POLICE FACILITY/VEH PARKING LOT,1036476
57571,EXCESSIVE FORCE / ON DUTY - INJURY,858,STREET,1038173
57572,IMPACT WEAPON - AUTHORIZED (BATON / ASP),283,STREET,1037218
57573,CLOSED HAND STRIKE (PUNCH),221,STREET,1037363
57574,MISCELLANEOUS,451,RESIDENCE,1037317
57575,FAIL TO SUBMIT,1274,,1037726
57576,TAKE DOWN (THROWN TO GROUND),850,RESIDENCE,1038182
57577,MISCELLANEOUS,245,RESIDENCE PORCH/HALLWAY,1036700
57578,DOMESTIC ALTERCATION - PHYSICAL ABUSE,250,STREET,1036519
57579,MISCELLANEOUS,638,POLICE FACILITY/VEH PARKING LOT,1037959
57580,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1027,STREET,1036642
57581,EXCESSIVE FORCE / ON DUTY - NO INJURY,760,ALLEY,1036900
57582,EXCESSIVE FORCE / ON DUTY - INJURY,213,SIDEWALK,1038142
57583,CLOSED HAND STRIKE (PUNCH),761,RESIDENCE,1038067
57584,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,252,ALLEY,1038637
57585,MISCELLANEOUS,681,RESIDENCE,1037998
57586,EXCESSIVE FORCE / ON DUTY - INJURY,869,STREET,1038464
57587,"RACIAL / ETHNIC, ETC.",430,PARK PROPERTY,1036595
57588,EXCESSIVE FORCE / ON DUTY - INJURY,329,SIDEWALK,1036819
57589,EXCESSIVE FORCE / ON DUTY - INJURY,711,,1038306
57590,PUSH/PULL/GRAB,208,STREET,1038511
57591,EXCESSIVE FORCE / ON DUTY - INJURY,264,STREET,1038921
57592,"RACIAL / ETHNIC, ETC.",526,STREET,1036421
57593,EXCESSIVE FORCE / ON DUTY - NO INJURY,648,STREET,1038166
57594,CLOSED HAND STRIKE (PUNCH),205,STREET,1037803
57595,MISCELLANEOUS,1177,STREET,1036876
57596,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,117,STREET,1036890
57597,CLOSED HAND STRIKE (PUNCH),950,SIDEWALK,1038612
57598,CLOSED HAND STRIKE (PUNCH),950,RESIDENCE PORCH/HALLWAY,1038612
57599,MISCELLANEOUS,374,STREET,1037983
57600,PUSH/PULL/GRAB,631,ALLEY,1037883
57601,IMPACT WEAPON - AUTHORIZED (BATON / ASP),387,STREET,1036730
57602,"RACIAL / ETHNIC, ETC.",251,PARKING LOT/GARAGE(NON.RESID.),1038902
57603,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,252,POLICE FACILITY/VEH PARKING LOT,1038637
57604,KNEE STRIKE,291,RESIDENCE,1038895
57605,CLOSED HAND STRIKE (PUNCH),1234,DEPARTMENT STORE,1036570
57606,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1183,STREET,1038227
57607,MISCELLANEOUS,1205,SIDEWALK,1037688
57608,PUSH/PULL/GRAB,150,POLICE FACILITY/VEH PARKING LOT,1036688
57609,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,519,PARKING LOT/GARAGE(NON.RESID.),1038414
57610,DOMESTIC INCIDENT - NOT PHYSICAL,58,,1037778
57611,MISCELLANEOUS,111,STREET,1038798
57612,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,622,,1036492
57613,TASER (CONTACT STUN),167,OTHER,1038929
57614,SEXUAL ORIENTATION,252,STREET,1038096
57615,EXCESSIVE FORCE / ON DUTY - INJURY,22,STREET,1038211
57616,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,726,RESIDENCE-GARAGE,1038330
57617,EXCESSIVE FORCE / ON DUTY - INJURY,235,STREET,1039767
57618,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,1138,STREET,1040322
57619,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,388,PARKING LOT/GARAGE(NON.RESID.),1036539
57620,EXCESSIVE FORCE / ON DUTY - INJURY,79,RESTAURANT,1038567
57621,MISCELLANEOUS,210,STREET,1040217
57622,PUSH/PULL/GRAB,891,STREET,1038756
57623,EXCESSIVE FORCE / ON DUTY - NO INJURY,120,SIDEWALK,1038814
57624,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,1221,STREET,1038666
57625,DRAGGED,1164,POLICE FACILITY/VEH PARKING LOT,1038843
57626,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,470,STREET,1036593
57627,EXCESSIVE FORCE / ON DUTY - INJURY,264,STREET,1038921
57628,EXCESSIVE FORCE / ON DUTY - INJURY,329,SIDEWALK,1036819
57629,PUSH/PULL/GRAB,464,SIDEWALK,1038841
57630,CLOSED HAND STRIKE (PUNCH),950,SIDEWALK,1038612
57631,CLOSED HAND STRIKE (PUNCH),950,RESIDENCE,1038612
57632,PUSH/PULL/GRAB,631,ALLEY,1037883
57633,KICKED,1186,RESIDENCE,1038796
57634,MISCELLANEOUS,775,STREET,1038482
57635,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,519,PARKING LOT/GARAGE(NON.RESID.),1038414
57636,KICKED,808,POLICE FACILITY/VEH PARKING LOT,1038667
57637,MISCELLANEOUS,98,RESIDENCE,1037301
57638,CLOSED HAND STRIKE (PUNCH),530,STREET,1037307
57639,MISCELLANEOUS,701,APARTMENT,1037899
57640,"RACIAL / ETHNIC, ETC.",582,POLICE FACILITY/VEH PARKING LOT,1040524
57641,IMPACT WEAPON - AUTHORIZED (BATON / ASP),213,SIDEWALK,1037850
57642,PUSH/PULL/GRAB,178,SIDEWALK,1040190
57643,SEXUAL ORIENTATION,252,POLICE FACILITY/VEH PARKING LOT,1038096
57644,PUSH/PULL/GRAB,477,STREET,1038956
57645,CLOSED HAND STRIKE (PUNCH),101,STREET,1036781
57646,"RACIAL / ETHNIC, ETC.",408,STREET,1037229
57647,DOMESTIC INCIDENT - NOT PHYSICAL,6,,1038645
57648,PUSH/PULL/GRAB,496,OTHER,1037336
57649,EXCESSIVE FORCE / ON DUTY - NO INJURY,145,RESIDENCE,1038108
57650,TAKE DOWN (THROWN TO GROUND),683,APARTMENT,1036880
57651,EXCESSIVE FORCE / ON DUTY - INJURY,219,STREET,1036322
57652,OPEN HAND STRIKE (SLAP),763,SIDEWALK,1038432
57653,IMPACT WEAPON - AUTHORIZED (BATON / ASP),65,STREET,1036546
57654,"RACIAL / ETHNIC, ETC.",251,PARKING LOT/GARAGE(NON.RESID.),1038902
57655,EXCESSIVE FORCE / ON DUTY - NO INJURY,221,SIDEWALK,1037938
57656,CLOSED HAND STRIKE (PUNCH),1017,STREET,1038206
57657,"RACIAL / ETHNIC, ETC.",1241,PARK PROPERTY,1038335
57658,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,686,SIDEWALK,1038210
57659,HANDCUFF TOO TIGHT,201,PARK PROPERTY,1038456
57660,DRAGGED,907,SIDEWALK,1036536
57661,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,768,SIDEWALK,1038144
57662,EXCESSIVE FORCE / ON DUTY - NO INJURY,134,POLICE FACILITY/VEH PARKING LOT,1040351
57663,IMPACT WEAPON - AUTHORIZED (BATON / ASP),226,ALLEY,1040399
57664,PUSH/PULL/GRAB,193,STREET,1038938
57665,PUSH/PULL/GRAB,278,,1038621
57666,PUSH/PULL/GRAB,663,STREET,1038691
57667,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,94,STREET,1038722
57668,EXCESSIVE FORCE / ON DUTY - NO INJURY,244,SIDEWALK,1040048
57669,"RACIAL / ETHNIC, ETC.",1241,POLICE FACILITY/VEH PARKING LOT,1038335
57670,EXCESSIVE FORCE / ON DUTY - INJURY,303,STREET,1039005
57671,PUSH/PULL/GRAB,221,SIDEWALK,1038632
57672,PUSH/PULL/GRAB,221,SIDEWALK,1038632
57673,EXCESSIVE FORCE / ON DUTY - INJURY,21,STREET,1038755
57674,PUSH/PULL/GRAB,750,ALLEY,1038793
57675,MISCELLANEOUS,104,,1038015
57676,CHOKED,61,SIDEWALK,1038257
57677,PUSH/PULL/GRAB,671,RESIDENCE,1036685
57678,MISCELLANEOUS,1205,POLICE FACILITY/VEH PARKING LOT,1037688
57679,TAKE DOWN (THROWN TO GROUND),218,RESTAURANT,1037821
57680,MISCELLANEOUS,756,RESIDENTIAL YARD (FRONT/BACK),1036906
57681,STOMPED / STEPPED ON,482,,1037755
57682,KICKED,1183,VEHICLE-COMMERCIAL,1039309
57683,TAKE DOWN (THROWN TO GROUND),74,SIDEWALK,1040060
57684,EXCESSIVE FORCE / ON DUTY - INJURY,570,RESIDENCE,1040549
57685,EXCESSIVE FORCE / ON DUTY - INJURY,147,RESIDENCE,1039831
57686,MISCELLANEOUS,241,STREET,1036896
57687,FIREARM DISCHARGE WITH HITS / ON DUTY,1370,STREET,1038595
57688,IMPACT WEAPON - AUTHORIZED (BATON / ASP),504,RESIDENCE PORCH/HALLWAY,1037854
57689,EXCESSIVE FORCE / ON DUTY - INJURY,659,SIDEWALK,1040535
57690,MISCELLANEOUS,1403,OTHER,1037405
57691,DRAGGED,776,STREET,1037942
57692,CLOSED HAND STRIKE (PUNCH),958,STREET,1038094
57693,MISCELLANEOUS,313,SIDEWALK,1038860
57694,TASER (PROBE DISCHARGE),244,STREET,1039073
57695,CLOSED HAND STRIKE (PUNCH),819,RESTAURANT,1039917
57696,VEHICLE,843,STREET,1040978
57697,CLOSED HAND STRIKE (PUNCH),730,SIDEWALK,1040211
57698,PUSH/PULL/GRAB,464,POLICE FACILITY/VEH PARKING LOT,1038841
57699,PUSH/PULL/GRAB,278,,1038621
57700,SEXUAL ORIENTATION,49,POLICE FACILITY/VEH PARKING LOT,1038846
57701,DOMESTIC ALTERCATION - PHYSICAL ABUSE,131,APARTMENT,1038232
57702,PUSH/PULL/GRAB,750,ALLEY,1038793
57703,CLOSED HAND STRIKE (PUNCH),1216,ALLEY,1037719
57704,IMPACT WEAPON - AUTHORIZED (BATON / ASP),511,VEHICLE-COMMERCIAL,1038999
57705,VEHICLE,130,STREET,1038138
57706,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,392,CTA PLATFORM,1040296
57707,MISCELLANEOUS,313,SIDEWALK,1038860
57708,CLOSED HAND STRIKE (PUNCH),867,JAIL / LOCK-UP FACILITY,1039028
57709,EXCESSIVE FORCE / ON DUTY - INJURY,472,ALLEY,1039155
57710,OPEN HAND STRIKE (SLAP),763,SIDEWALK,1038432
57711,EXCESSIVE FORCE / ON DUTY - INJURY,113,STREET,1040413
57712,EXCESSIVE FORCE / ON DUTY - INJURY,198,RESIDENCE,1038051
57713,CLOSED HAND STRIKE (PUNCH),1231,SIDEWALK,1038683
57714,EXCESSIVE FORCE / ON DUTY - INJURY,697,SIDEWALK,1041148
57715,OPEN HAND STRIKE (SLAP),900,JAIL / LOCK-UP FACILITY,1038954
57716,MISCELLANEOUS,582,RESIDENCE PORCH/HALLWAY,1038660
57717,EXCESSIVE FORCE / ON DUTY - INJURY,441,STREET,1041006
57718,"RACIAL / ETHNIC, ETC.",408,STREET,1037229
57719,EXCESSIVE FORCE / ON DUTY - INJURY,630,RESIDENTIAL YARD (FRONT/BACK),1040054
57720,CLOSED HAND STRIKE (PUNCH),872,SIDEWALK,1038957
57721,MISCELLANEOUS,86,POLICE FACILITY/VEH PARKING LOT,1037852
57722,MISUSE OF DEPARTMENT EQUIPMENT / SUPPLIES,1382,STREET,1040324
57723,EXCESSIVE FORCE / ON DUTY - INJURY,743,ALLEY,1040383
57724,TAKE DOWN (THROWN TO GROUND),1203,STREET,1040408
57725,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,590,STREET,1041171
57726,EXCESSIVE FORCE / ON DUTY - INJURY,711,RESIDENCE,1038306
57727,VEHICLE,843,STREET,1040978
57728,EXCESSIVE FORCE / ON DUTY - INJURY,185,STREET,1039201
57729,EXCESSIVE FORCE / ON DUTY - INJURY,814,SIDEWALK,1037180
57730,CLOSED HAND STRIKE (PUNCH),964,SIDEWALK,1037729
57731,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,802,RESIDENCE PORCH/HALLWAY,1038184
57732,VIOLATION OF COURT ORDER,305,STREET,1038914
57733,"RACIAL / ETHNIC, ETC.",1241,PARK PROPERTY,1038335
57734,EXCESSIVE FORCE / ON DUTY - INJURY,1126,SIDEWALK,1039248
57735,PUSH/PULL/GRAB,763,RESIDENCE,1040153
57736,MISCELLANEOUS,284,STREET,1039119
57737,EXCESSIVE FORCE / ON DUTY - INJURY,373,STREET,1038993
57738,MISCELLANEOUS,273,GAS STATION,1038560
57739,EXCESSIVE FORCE / ON DUTY - INJURY,378,APARTMENT,1038233
57740,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,802,RESIDENCE PORCH/HALLWAY,1038184
57741,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,779,STREET,1038848
57742,KICKED,570,STREET,1037224
57743,CLOSED HAND STRIKE (PUNCH),859,RESIDENCE PORCH/HALLWAY,1039275
57744,CHOKED,575,STREET,1038559
57745,PUSH/PULL/GRAB,763,RESIDENCE,1040153
57746,MISCELLANEOUS,190,STREET,1039076
57747,EXCESSIVE FORCE / ON DUTY - INJURY,81,STREET,1039124
57748,EXCESSIVE FORCE / ON DUTY - INJURY,505,,1038190
57749,MISCELLANEOUS,139,SIDEWALK,1040422
57750,MISCELLANEOUS,1200,RESIDENCE PORCH/HALLWAY,1039418
57751,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,985,STREET,1039069
57752,EXCESSIVE FORCE / ON DUTY - INJURY,1265,STREET,1039648
57753,EXCESSIVE FORCE / ON DUTY - INJURY,1328,STREET,1039134
57754,VEHICLE,1193,ALLEY,1040376
57755,EXCESSIVE FORCE / ON DUTY - INJURY,229,APARTMENT,1037949
57756,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,9,STREET,1039983
57757,MISCELLANEOUS,374,STREET,1037983
57758,MISCELLANEOUS,262,STREET,1037723
57759,PUSHED TO GROUND,449,SIDEWALK,1041140
57760,PUSH/PULL/GRAB,143,STREET,1039202
57761,MISCELLANEOUS,190,STREET,1039076
57762,IMPACT WEAPON - AUTHORIZED (BATON / ASP),226,ALLEY,1040399
57763,EXCESSIVE FORCE / ON DUTY - NO INJURY,722,STREET,1038767
57764,INJURY,715,RESIDENCE,1038043
57765,THREATS,635,RESIDENCE,1038699
57766,CLOSED HAND STRIKE (PUNCH),1813,RESIDENTIAL YARD (FRONT/BACK),1040454
57767,CLOSED HAND STRIKE (PUNCH),992,PARK PROPERTY,1038883
57768,EXCESSIVE FORCE / OFF DUTY - INJURY,1167,OTHER,1038857
57769,MISCELLANEOUS,1343,GAS STATION,1040116
57770,CLOSED HAND STRIKE (PUNCH),190,POLICE FACILITY/VEH PARKING LOT,1040991
57771,TAKE DOWN (THROWN TO GROUND),272,STREET,1041607
57772,DOMESTIC ALTERCATION - PHYSICAL ABUSE,154,RESIDENCE,1041038
57773,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1183,STREET,1038227
57774,DOMESTIC INCIDENT - NOT PHYSICAL,202,RESIDENCE,1038817
57775,EXCESSIVE FORCE / ON DUTY - INJURY,716,STREET,1038047
57776,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,376,RESIDENCE,1039676
57777,MISCELLANEOUS,663,RESIDENCE,1041008
57778,MISCELLANEOUS,353,POLICE FACILITY/VEH PARKING LOT,1037128
57779,EXCESSIVE FORCE / ON DUTY - INJURY,784,STREET,1041297
57780,EXCESSIVE FORCE / ON DUTY - INJURY,858,STREET,1038173
57781,MISCELLANEOUS,1343,GAS STATION,1040116
57782,CLOSED HAND STRIKE (PUNCH),950,RESIDENCE PORCH/HALLWAY,1038612
57783,CLOSED HAND STRIKE (PUNCH),950,RESIDENTIAL YARD (FRONT/BACK),1038612
57784,KICKED,664,RESIDENCE,1039271
57785,MISCELLANEOUS,504,STREET,1039184
